Nr	Group	Position	Locus	LOD	# Iter.	mu_A	mu_H	mu_B	Variance	% Expl.	Additive	Dominance	GIC
792	P06	68.118		2.80	1	 0.725331	 0.877439	 1.02058	 0.124944	  7.6	-0.147623	 0.00448474	0.866
793	P06	69.118		2.80	1	 0.727898	 0.876977	 1.02008	 0.124935	  7.6	-0.146091	 0.00298785	0.890
794	P06	70.118		2.77	1	 0.731754	 0.876673	 1.01796	 0.125025	  7.5	-0.143105	 0.00181417	0.924
795	P06	71.118		2.72	1	 0.736722	 0.876453	 1.01450	 0.125203	  7.4	-0.138887	 0.000844325	0.969
796	P06	71.162	HmpsE113	2.72	1	 0.736963	 0.876445	 1.01432	 0.125213	  7.4	-0.138678	 0.000804746	0.971
797	P06	72.162		3.21	1	 0.726018	 0.873922	 1.03247	 0.123517	  8.6	-0.153225	-0.00532230	0.936
798	P06	73.162		3.70	1	 0.716526	 0.871675	 1.04907	 0.121810	  9.9	-0.166271	-0.0111220	0.913
799	P06	74.162		4.18	1	 0.708954	 0.870089	 1.06272	 0.120186	 11.1	-0.176881	-0.0157456	0.904
800	P06	75.162		4.61	1	 0.703726	 0.869331	 1.07246	 0.118736	 12.1	-0.184365	-0.0187600	0.907
801	P06	76.162		4.98	1	 0.701113	 0.869343	 1.07794	 0.117529	 13.0	-0.188414	-0.0201848	0.923
802	P06	77.162		5.26	1	 0.701164	 0.869905	 1.07940	 0.116605	 13.7	-0.189120	-0.0203786	0.952
803	P06	77.650	Hpms1_5-6_Q1	5.36	1	 0.702111	 0.870293	 1.07883	 0.116259	 14.0	-0.188362	-0.0201791	0.971
804	P06	78.650		6.22	1	 0.699463	 0.858832	 1.10642	 0.113508	 16.0	-0.203478	-0.0441085	0.952
805	P06	79.650		6.93	1	 0.698225	 0.853497	 1.12211	 0.111266	 17.7	-0.211941	-0.0566695	0.963
806	P06	79.864	Epms_376	7.05	1	 0.698126	 0.853338	 1.12356	 0.110895	 17.9	-0.212716	-0.0575036	0.969
807	P06	80.864		7.51	1	 0.686215	 0.855326	 1.13292	 0.109452	 19.0	-0.223354	-0.0542430	0.932
808	P06	81.864		8.01	1	 0.673518	 0.857818	 1.14212	 0.107929	 20.1	-0.234302	-0.0500029	0.898
809	P06	82.864		8.54	1	 0.660023	 0.860857	 1.15107	 0.106324	 21.3	-0.245525	-0.0446909	0.867
810	P06	83.864		9.11	1	 0.645732	 0.864477	 1.15968	 0.104637	 22.6	-0.256976	-0.0382310	0.838
811	P06	84.864		9.72	1	 0.630670	 0.868698	 1.16787	 0.102868	 23.9	-0.268601	-0.0305732	0.813
812	P06	85.864		10.37	1	 0.614888	 0.873518	 1.17556	 0.101019	 25.3	-0.280334	-0.0217044	0.790
813	P06	86.864		11.05	1	 0.598473	 0.878911	 1.18267	 0.0990947	 26.7	-0.292097	-0.0116592	0.770
814	P06	87.864		11.78	1	 0.581553	 0.884820	 1.18915	 0.0970998	 28.2	-0.303799	-0.000530596	0.752
815	P06	88.864		12.54	1	 0.564297	 0.891153	 1.19496	 0.0950434	 29.7	-0.315334	 0.0115226	0.737
816	P06	89.864		13.34	1	 0.546924	 0.897781	 1.20009	 0.0929373	 31.2	-0.326585	 0.0242727	0.724
817	P06	90.864		14.17	1	 0.529694	 0.904545	 1.20454	 0.0907969	 32.8	-0.337424	 0.0374267	0.714
818	P06	91.864		15.02	1	 0.512905	 0.911256	 1.20833	 0.0886407	 34.4	-0.347714	 0.0506380	0.707
819	P06	92.864		15.90	1	 0.496873	 0.917713	 1.21150	 0.0864909	 36.0	-0.357314	 0.0635259	0.702
820	P06	93.864		16.78	1	 0.481922	 0.923711	 1.21410	 0.0843720	 37.6	-0.366087	 0.0757021	0.699
821	P06	94.864		17.66	1	 0.468359	 0.929062	 1.21616	 0.0823100	 39.1	-0.373902	 0.0868006	0.699
822	P06	95.864		18.53	1	 0.456454	 0.933608	 1.21775	 0.0803311	 40.6	-0.380648	 0.0965067	0.702
823	P06	96.864		19.37	1	 0.446419	 0.937232	 1.21888	 0.0784603	 41.9	-0.386231	 0.104582	0.707
824	P06	97.864		20.17	1	 0.438400	 0.939867	 1.21958	 0.0767201	 43.2	-0.390590	 0.110877	0.714
825	P06	98.864		20.91	1	 0.432470	 0.941498	 1.21985	 0.0751289	 44.4	-0.393688	 0.115340	0.724
826	P06	99.864		21.60	1	 0.428628	 0.942159	 1.21967	 0.0737009	 45.5	-0.395522	 0.118009	0.737
827	P06	100.864		22.21	1	 0.426807	 0.941920	 1.21904	 0.0724450	 46.4	-0.396116	 0.118997	0.752
828	P06	101.864		22.74	1	 0.426890	 0.940885	 1.21793	 0.0713654	 47.2	-0.395520	 0.118475	0.770
829	P06	102.864		23.20	1	 0.428715	 0.939171	 1.21632	 0.0704615	 47.9	-0.393804	 0.116651	0.790
830	P06	103.864		23.57	1	 0.432101	 0.936905	 1.21421	 0.0697292	 48.4	-0.391055	 0.113750	0.813
831	P06	104.864		23.86	1	 0.436849	 0.934213	 1.21158	 0.0691608	 48.8	-0.387368	 0.109996	0.839
832	P06	105.864		24.07	1	 0.442761	 0.931211	 1.20845	 0.0687464	 49.1	-0.382846	 0.105604	0.868
833	P06	106.864		24.21	1	 0.449644	 0.928006	 1.20483	 0.0684745	 49.3	-0.377594	 0.100767	0.899
834	P06	107.864		24.29	1	 0.457319	 0.924687	 1.20075	 0.0683324	 49.4	-0.371716	 0.0956522	0.933
835	P06	108.106	HpmsE078_Q2	24.30	1	 0.459276	 0.923875	 1.19970	 0.0683160	 49.5	-0.370210	 0.0943892	0.941
836	P06	109.106		24.70	1	 0.444486	 0.924960	 1.20866	 0.0675528	 50.0	-0.382084	 0.0983892	0.904
837	P06	110.106		25.02	1	 0.430273	 0.926014	 1.21693	 0.0669508	 50.5	-0.393326	 0.102415	0.871
838	P06	111.106		25.24	1	 0.416769	 0.927124	 1.22422	 0.0665345	 50.8	-0.403726	 0.106629	0.842
839	P06	112.106		25.35	1	 0.404079	 0.928405	 1.23023	 0.0663268	 50.9	-0.413076	 0.111250	0.816
840	P06	113.106		25.34	1	 0.392265	 0.929993	 1.23464	 0.0663471	 50.9	-0.421186	 0.116542	0.794
841	P06	114.106		25.20	1	 0.381343	 0.932037	 1.23714	 0.0666100	 50.7	-0.427899	 0.122795	0.776
842	P06	115.106		24.93	1	 0.371276	 0.934689	 1.23750	 0.0671225	 50.3	-0.433110	 0.130303	0.762
843	P06	116.106		24.52	1	 0.361975	 0.938082	 1.23554	 0.0678829	 49.8	-0.436781	 0.139326	0.751
844	P06	117.106		24.01	1	 0.353306	 0.942318	 1.23122	 0.0688788	 49.0	-0.438956	 0.150056	0.744
845	P06	118.106		23.39	1	 0.345100	 0.947447	 1.22462	 0.0700873	 48.1	-0.439761	 0.162585	0.741
846	P06	119.106		22.69	1	 0.337177	 0.953457	 1.21598	 0.0714755	 47.1	-0.439403	 0.176877	0.741
847	P06	120.106		21.93	1	 0.329371	 0.960267	 1.20566	 0.0730034	 46.0	-0.438147	 0.192749	0.745
848	P06	121.106		21.15	1	 0.321558	 0.967721	 1.19413	 0.0746269	 44.8	-0.436288	 0.209875	0.753
849	P06	122.106		20.36	1	 0.313692	 0.975600	 1.18193	 0.0763027	 43.5	-0.434118	 0.227790	0.764
850	P06	123.106		19.58	1	 0.305826	 0.983631	 1.16959	 0.0779922	 42.3	-0.431884	 0.245920	0.779
851	P06	123.678	HpmsAT2-20	19.14	1	 0.301389	 0.988173	 1.16268	 0.0789528	 41.6	-0.430647	 0.256137	0.790
852	P06	124.678		18.66	1	 0.303842	 0.981820	 1.16647	 0.0800383	 40.8	-0.431316	 0.246662	0.752
853	P06	125.678		18.02	1	 0.305238	 0.978992	 1.16428	 0.0814755	 39.7	-0.429519	 0.244235	0.730
854	P06	126.678		17.26	1	 0.303890	 0.981293	 1.15524	 0.0832526	 38.4	-0.425675	 0.251728	0.723
855	P06	127.678		16.40	1	 0.299289	 0.988648	 1.14074	 0.0852676	 36.9	-0.420725	 0.268635	0.731
856	P06	128.678		15.54	1	 0.292517	 0.999177	 1.12382	 0.0873714	 35.4	-0.415652	 0.291008	0.755
857	P06	129.090	P17M32-227	15.19	1	 0.289550	 1.00383	 1.11689	 0.0882337	 34.7	-0.413672	 0.300612	0.769
858	P06	130.090		14.54	1	 0.293736	 1.00234	 1.11585	 0.0898597	 33.5	-0.411058	 0.297545	0.745
859	P06	131.090		13.86	1	 0.299760	 1.00031	 1.11427	 0.0915733	 32.2	-0.407256	 0.293297	0.723
860	P06	132.090		13.17	1	 0.307570	 0.997815	 1.11211	 0.0933654	 30.9	-0.402269	 0.287976	0.705
861	P06	133.090		12.47	1	 0.317071	 0.994921	 1.10930	 0.0952256	 29.5	-0.396117	 0.281734	0.689
862	P06	134.090		11.76	1	 0.328131	 0.991727	 1.10580	 0.0971426	 28.1	-0.388836	 0.274759	0.676
863	P06	135.090		11.05	1	 0.340592	 0.988336	 1.10155	 0.0991041	 26.7	-0.380480	 0.267264	0.666
864	P06	136.090		10.34	1	 0.354279	 0.984854	 1.09651	 0.101097	 25.2	-0.371114	 0.259461	0.659
865	P06	137.090		9.64	1	 0.369013	 0.981372	 1.09064	 0.103107	 23.7	-0.360814	 0.251545	0.654
866	P06	138.090		8.95	1	 0.384627	 0.977964	 1.08396	 0.105121	 22.2	-0.349667	 0.243670	0.652
867	P06	139.090		8.28	1	 0.400972	 0.974670	 1.07650	 0.107124	 20.7	-0.337766	 0.235932	0.653
868	P06	140.090		7.63	1	 0.417927	 0.971499	 1.06834	 0.109102	 19.3	-0.325208	 0.228364	0.656
869	P06	141.090		7.00	1	 0.435396	 0.968432	 1.05958	 0.111042	 17.8	-0.312094	 0.220942	0.663
870	P06	142.090		6.40	1	 0.453300	 0.965428	 1.05036	 0.112930	 16.4	-0.298529	 0.213599	0.672
871	P06	143.090		5.83	1	 0.471572	 0.962437	 1.04081	 0.114756	 15.1	-0.284619	 0.206247	0.683
872	P06	144.090		5.29	1	 0.490142	 0.959409	 1.03108	 0.116510	 13.8	-0.270468	 0.198798	0.698
873	P06	145.090		4.78	1	 0.508939	 0.956302	 1.02130	 0.118184	 12.6	-0.256182	 0.191181	0.715
874	P06	146.090		4.30	1	 0.527878	 0.953090	 1.01160	 0.119771	 11.4	-0.241861	 0.183351	0.735
875	P06	147.090		3.86	1	 0.546867	 0.949762	 1.00207	 0.121267	 10.3	-0.227601	 0.175294	0.758
876	P06	148.090		3.45	1	 0.565806	 0.946323	 0.992788	 0.122669	  9.2	-0.213491	 0.167026	0.784
877	P06	148.353	P11M48-159	3.35	1	 0.570766	 0.945402	 0.990396	 0.123022	  9.0	-0.209815	 0.164821	0.791
878	P06	149.353		3.05	1	 0.596746	 0.932517	 0.992722	 0.124057	  8.2	-0.197988	 0.137783	0.768
879	P06	150.353		2.80	1	 0.621419	 0.919868	 0.995768	 0.124950	  7.6	-0.187175	 0.111275	0.749
880	P06	151.353		2.58	1	 0.644602	 0.907630	 0.999321	 0.125714	  7.0	-0.177360	 0.0856688	0.732
881	P06	152.353		2.40	1	 0.666173	 0.895979	 1.00313	 0.126364	  6.5	-0.168477	 0.0613296	0.720
882	P06	153.353		2.24	1	 0.686063	 0.885087	 1.00690	 0.126916	  6.1	-0.160417	 0.0386069	0.710
883	P06	154.353		2.11	1	 0.704251	 0.875115	 1.01033	 0.127389	  5.7	-0.153038	 0.0178257	0.704
884	P06	155.353		1.99	1	 0.720760	 0.866208	 1.01312	 0.127803	  5.4	-0.146180	-0.000731493	0.702
885	P06	156.353		1.89	1	 0.735649	 0.858481	 1.01500	 0.128176	  5.2	-0.139677	-0.0168454	0.703
886	P06	157.353		1.79	1	 0.749014	 0.852009	 1.01577	 0.128523	  4.9	-0.133377	-0.0303812	0.707
887	P06	158.353		1.70	1	 0.760974	 0.846819	 1.01527	 0.128858	  4.7	-0.127148	-0.0413031	0.714
888	P06	159.353		1.61	1	 0.771666	 0.842884	 1.01346	 0.129190	  4.4	-0.120898	-0.0496795	0.726
889	P06	160.353		1.52	1	 0.781235	 0.840131	 1.01038	 0.129525	  4.2	-0.114572	-0.0556757	0.740
890	P06	161.353		1.42	1	 0.789823	 0.838443	 1.00613	 0.129865	  3.9	-0.108156	-0.0595355	0.758
891	P06	162.353		1.33	1	 0.797562	 0.837676	 1.00090	 0.130208	  3.7	-0.101669	-0.0615548	0.779
892	P06	163.353		1.23	1	 0.804570	 0.837674	 0.994884	 0.130554	  3.4	-0.0951572	-0.0620536	0.804
893	P06	164.353		1.14	1	 0.810947	 0.838277	 0.988305	 0.130897	  3.2	-0.0886792	-0.0613496	0.832
894	P06	165.353		1.05	1	 0.816776	 0.839337	 0.981376	 0.131233	  2.9	-0.0822999	-0.0597383	0.864
895	P06	166.353		0.96	1	 0.822122	 0.840724	 0.974285	 0.131559	  2.7	-0.0760819	-0.0574791	0.900
896	P06	167.353		0.88	1	 0.827037	 0.842327	 0.967196	 0.131870	  2.4	-0.0700799	-0.0547898	0.939
897	P06	167.988	HpmsE088-6b	0.83	1	 0.829953	 0.843414	 0.962756	 0.132060	  2.3	-0.0664015	-0.0529404	0.966
898	P06	168.988		0.71	1	 0.830949	 0.844890	 0.957614	 0.132483	  2.0	-0.0633323	-0.0493912	0.929
899	P06	169.988		0.60	1	 0.831945	 0.847164	 0.951428	 0.132903	  1.7	-0.0597415	-0.0445231	0.897
900	P06	170.988		0.49	1	 0.832927	 0.850265	 0.944265	 0.133307	  1.4	-0.0556686	-0.0383307	0.871
901	P06	171.988		0.39	1	 0.833893	 0.854177	 0.936250	 0.133684	  1.1	-0.0511784	-0.0308942	0.851
902	P06	172.988		0.30	1	 0.834857	 0.858827	 0.927572	 0.134020	  0.8	-0.0463573	-0.0223880	0.837
903	P06	173.988		0.22	1	 0.835854	 0.864083	 0.918469	 0.134307	  0.6	-0.0413076	-0.0130783	0.828
904	P06	174.988		0.16	1	 0.836935	 0.869766	 0.909209	 0.134536	  0.5	-0.0361371	-0.00330596	0.825
905	P06	175.988		0.12	1	 0.838167	 0.875660	 0.900068	 0.134704	  0.3	-0.0309508	 0.00654221	0.827
906	P06	176.988		0.09	1	 0.839623	 0.881535	 0.891305	 0.134811	  0.3	-0.0258409	 0.0160713	0.836
907	P06	177.988		0.08	1	 0.841369	 0.887169	 0.883133	 0.134860	  0.2	-0.0208820	 0.0249178	0.850
908	P06	178.988		0.08	1	 0.843459	 0.892370	 0.875715	 0.134858	  0.2	-0.0161282	 0.0327831	0.869
909	P06	179.988		0.09	1	 0.845919	 0.896990	 0.869147	 0.134815	  0.3	-0.0116143	 0.0394567	0.895
910	P06	180.988		0.11	1	 0.848749	 0.900934	 0.863469	 0.134737	  0.3	-0.00735962	 0.0448248	0.926
911	P06	180.991	HpmsE014_Q1	0.11	1	 0.848758	 0.900944	 0.863453	 0.134737	  0.3	-0.00734726	 0.0448388	0.926
912	P06	181.991		0.12	1	 0.845745	 0.902999	 0.862672	 0.134698	  0.3	-0.00846311	 0.0487906	0.893
913	P06	182.991		0.13	1	 0.842563	 0.905122	 0.861876	 0.134654	  0.4	-0.00965634	 0.0529025	0.864
914	P06	183.991		0.15	1	 0.839251	 0.907269	 0.861092	 0.134606	  0.4	-0.0109207	 0.0570976	0.840
915	P06	184.991		0.16	1	 0.835860	 0.909388	 0.860354	 0.134552	  0.4	-0.0122470	 0.0612807	0.822
916	P06	185.991		0.17	1	 0.832452	 0.911419	 0.859698	 0.134494	  0.5	-0.0136233	 0.0653439	0.808
917	P06	186.991		0.19	1	 0.829093	 0.913301	 0.859162	 0.134431	  0.5	-0.0150348	 0.0691732	0.799
918	P06	187.991		0.21	1	 0.825852	 0.914973	 0.858780	 0.134366	  0.6	-0.0164643	 0.0726565	0.795
919	P06	188.991		0.23	1	 0.822797	 0.916381	 0.858582	 0.134298	  0.6	-0.0178923	 0.0756921	0.796
920	P06	189.991		0.25	1	 0.819990	 0.917483	 0.858586	 0.134228	  0.7	-0.0192980	 0.0781956	0.802
921	P06	190.991		0.26	1	 0.817483	 0.918248	 0.858802	 0.134157	  0.7	-0.0206594	 0.0801051	0.813
922	P06	191.991		0.28	1	 0.815321	 0.918659	 0.859230	 0.134087	  0.8	-0.0219548	 0.0813836	0.829
923	P06	192.991		0.30	1	 0.813532	 0.918715	 0.859858	 0.134019	  0.8	-0.0231629	 0.0820197	0.849
924	P06	193.991		0.32	1	 0.812136	 0.918426	 0.860665	 0.133952	  0.9	-0.0242645	 0.0820253	0.875
925	P06	194.991		0.33	1	 0.811139	 0.917815	 0.861625	 0.133890	  0.9	-0.0252429	 0.0814330	0.905
926	P06	195.991		0.35	1	 0.810537	 0.916913	 0.862706	 0.133831	  1.0	-0.0260849	 0.0802917	0.941
927	P06	196.991		0.37	1	 0.810313	 0.915758	 0.863876	 0.133776	  1.0	-0.0267814	 0.0786627	0.982
928	P06	197.352	E35M49-332	0.37	1	 0.810322	 0.915286	 0.864314	 0.133758	  1.0	-0.0269961	 0.0779679	0.998
