Nr	Group	Position	Locus	LOD	# Iter.	mu_A	mu_H	mu_B	Variance	% Expl.	Additive	Dominance	GIC
760	P06	37.760		2.79	1	 0.513686	 0.638138	 0.875129	 0.130836	  7.5	-0.180721	-0.0562692	0.638
761	P06	38.760		2.84	1	 0.513696	 0.638016	 0.874320	 0.130657	  7.7	-0.180312	-0.0559925	0.651
762	P06	39.760		2.88	1	 0.514254	 0.637800	 0.872973	 0.130509	  7.8	-0.179360	-0.0558139	0.665
763	P06	40.760		2.92	1	 0.515306	 0.637525	 0.871095	 0.130390	  7.9	-0.177895	-0.0556754	0.683
764	P06	41.760		2.94	1	 0.516791	 0.637226	 0.868703	 0.130299	  7.9	-0.175956	-0.0555211	0.702
765	P06	42.760		2.96	1	 0.518645	 0.636933	 0.865823	 0.130236	  8.0	-0.173589	-0.0553007	0.724
766	P06	43.760		2.97	1	 0.520804	 0.636673	 0.862489	 0.130198	  8.0	-0.170842	-0.0549730	0.749
767	P06	44.760		2.97	1	 0.523209	 0.636468	 0.858740	 0.130183	  8.0	-0.167766	-0.0545069	0.776
768	P06	45.760		2.97	1	 0.525802	 0.636331	 0.854624	 0.130191	  8.0	-0.164411	-0.0538822	0.805
769	P06	46.760		2.96	1	 0.528535	 0.636273	 0.850190	 0.130217	  8.0	-0.160827	-0.0530893	0.837
770	P06	47.760		2.95	1	 0.531365	 0.636299	 0.845489	 0.130261	  8.0	-0.157062	-0.0521278	0.872
771	P06	48.760		2.93	1	 0.534255	 0.636409	 0.840573	 0.130321	  7.9	-0.153159	-0.0510054	0.909
772	P06	48.857	E32M49-520	2.93	1	 0.534537	 0.636424	 0.840087	 0.130327	  7.9	-0.152775	-0.0508884	0.913
773	P06	49.857		3.19	1	 0.515954	 0.647896	 0.834645	 0.129386	  8.6	-0.159346	-0.0274039	0.891
774	P06	50.857		3.47	1	 0.501197	 0.654349	 0.832237	 0.128385	  9.3	-0.165520	-0.0123684	0.890
775	P06	51.857		3.70	1	 0.492979	 0.655728	 0.830992	 0.127560	  9.9	-0.169006	-0.00625715	0.910
776	P06	52.857		3.85	1	 0.491649	 0.653213	 0.829249	 0.127022	 10.2	-0.168800	-0.00723604	0.952
777	P06	53.603	E35M58-446	3.91	1	 0.494320	 0.649874	 0.826876	 0.126811	 10.4	-0.166278	-0.0107243	0.996
778	P06	54.603		3.92	1	 0.495243	 0.644087	 0.835246	 0.126762	 10.4	-0.170002	-0.0211577	0.955
779	P06	55.603		3.88	1	 0.497323	 0.639217	 0.840830	 0.126891	 10.3	-0.171753	-0.0298597	0.926
780	P06	56.603		3.78	1	 0.500185	 0.636279	 0.842205	 0.127248	 10.1	-0.171010	-0.0349162	0.911
781	P06	57.603		3.61	1	 0.503502	 0.636083	 0.838331	 0.127862	  9.6	-0.167415	-0.0348335	0.907
782	P06	58.603		3.38	1	 0.507014	 0.638957	 0.829039	 0.128709	  9.0	-0.161013	-0.0290688	0.917
783	P06	59.603		3.10	1	 0.510517	 0.644601	 0.815251	 0.129715	  8.3	-0.152367	-0.0182830	0.938
784	P06	60.603		2.81	1	 0.513871	 0.652180	 0.798751	 0.130767	  7.6	-0.142440	-0.00413070	0.973
785	P06	61.118	E35M58-280	2.67	1	 0.515513	 0.656485	 0.789874	 0.131290	  7.2	-0.137181	 0.00379168	0.996
786	P06	62.118		2.88	1	 0.507379	 0.656329	 0.798930	 0.130536	  7.8	-0.145775	 0.00317409	0.945
787	P06	63.118		3.07	1	 0.500028	 0.656160	 0.807421	 0.129817	  8.3	-0.153697	 0.00243571	0.906
788	P06	64.118		3.25	1	 0.493757	 0.656039	 0.814942	 0.129160	  8.7	-0.160592	 0.00168908	0.877
789	P06	65.118		3.41	1	 0.488861	 0.656008	 0.821099	 0.128593	  9.1	-0.166119	 0.00102800	0.858
790	P06	66.118		3.54	1	 0.485597	 0.656079	 0.825576	 0.128142	  9.5	-0.169990	 0.000492284	0.850
791	P06	67.118		3.62	1	 0.484160	 0.656222	 0.828185	 0.127826	  9.7	-0.172013	 4.92268e-05	0.853
792	P06	68.118		3.67	1	 0.484652	 0.656372	 0.828887	 0.127655	  9.8	-0.172117	-0.000397781	0.866
793	P06	69.118		3.68	1	 0.487063	 0.656450	 0.827786	 0.127630	  9.8	-0.170362	-0.000974907	0.890
794	P06	70.118		3.65	1	 0.491257	 0.656383	 0.825092	 0.127742	  9.7	-0.166918	-0.00179131	0.924
795	P06	71.118		3.58	1	 0.496991	 0.656133	 0.821074	 0.127974	  9.6	-0.162041	-0.00289955	0.969
796	P06	71.162	HmpsE113	3.58	1	 0.497274	 0.656118	 0.820871	 0.127987	  9.6	-0.161798	-0.00295496	0.971
797	P06	72.162		4.22	1	 0.485459	 0.652286	 0.842694	 0.125705	 11.2	-0.178617	-0.0117901	0.936
798	P06	73.162		4.88	1	 0.475551	 0.648502	 0.862957	 0.123403	 12.8	-0.193703	-0.0207516	0.913
799	P06	74.162		5.52	1	 0.468063	 0.645241	 0.879977	 0.121206	 14.4	-0.205957	-0.0287793	0.904
800	P06	75.162		6.10	1	 0.463431	 0.642755	 0.892537	 0.119238	 15.7	-0.214553	-0.0352285	0.907
801	P06	76.162		6.59	1	 0.461865	 0.641081	 0.900091	 0.117595	 16.9	-0.219113	-0.0398974	0.923
802	P06	77.162		6.98	1	 0.463270	 0.640117	 0.902738	 0.116327	 17.8	-0.219734	-0.0428866	0.952
803	P06	77.650	Hpms1_5-6_Q1	7.13	1	 0.464925	 0.639863	 0.902404	 0.115849	 18.1	-0.218740	-0.0438013	0.971
804	P06	78.650		7.46	1	 0.462203	 0.637569	 0.914513	 0.114755	 18.9	-0.226155	-0.0507885	0.952
805	P06	79.650		7.50	1	 0.460998	 0.642374	 0.912474	 0.114640	 19.0	-0.225738	-0.0443620	0.963
806	P06	79.864	Epms_376	7.47	1	 0.460951	 0.644257	 0.910250	 0.114739	 18.9	-0.224649	-0.0413431	0.969
807	P06	80.864		7.90	1	 0.449288	 0.646439	 0.918790	 0.113365	 19.9	-0.234751	-0.0375998	0.932
808	P06	81.864		8.35	1	 0.436938	 0.649087	 0.927124	 0.111926	 20.9	-0.245093	-0.0329441	0.898
809	P06	82.864		8.84	1	 0.423900	 0.652233	 0.935171	 0.110423	 22.0	-0.255635	-0.0273029	0.867
810	P06	83.864		9.34	1	 0.410191	 0.655900	 0.942852	 0.108858	 23.1	-0.266331	-0.0206215	0.838
811	P06	84.864		9.88	1	 0.395848	 0.660097	 0.950089	 0.107233	 24.2	-0.277120	-0.0128721	0.813
812	P06	85.864		10.44	1	 0.380938	 0.664811	 0.956812	 0.105551	 25.4	-0.287937	-0.00406397	0.790
813	P06	86.864		11.03	1	 0.365558	 0.670006	 0.962959	 0.103819	 26.6	-0.298700	 0.00574711	0.770
814	P06	87.864		11.64	1	 0.349845	 0.675615	 0.968485	 0.102045	 27.9	-0.309320	 0.0164503	0.752
815	P06	88.864		12.28	1	 0.333975	 0.681541	 0.973359	 0.100239	 29.2	-0.319692	 0.0278738	0.737
816	P06	89.864		12.94	1	 0.318166	 0.687654	 0.977573	 0.0984143	 30.5	-0.329703	 0.0397844	0.724
817	P06	90.864		13.60	1	 0.302673	 0.693797	 0.981136	 0.0965864	 31.7	-0.339231	 0.0518921	0.714
818	P06	91.864		14.28	1	 0.287779	 0.699790	 0.984074	 0.0947741	 33.0	-0.348147	 0.0638640	0.707
819	P06	92.864		14.95	1	 0.273781	 0.705446	 0.986425	 0.0929985	 34.3	-0.356322	 0.0753432	0.702
820	P06	93.864		15.61	1	 0.260974	 0.710580	 0.988234	 0.0912819	 35.5	-0.363630	 0.0859754	0.699
821	P06	94.864		16.26	1	 0.249632	 0.715025	 0.989547	 0.0896473	 36.7	-0.369958	 0.0954361	0.699
822	P06	95.864		16.87	1	 0.239984	 0.718650	 0.990401	 0.0881166	 37.7	-0.375209	 0.103457	0.702
823	P06	96.864		17.44	1	 0.232204	 0.721362	 0.990823	 0.0867099	 38.7	-0.379309	 0.109848	0.707
824	P06	97.864		17.97	1	 0.226401	 0.723120	 0.990826	 0.0854441	 39.6	-0.382213	 0.114506	0.714
825	P06	98.864		18.43	1	 0.222609	 0.723929	 0.990411	 0.0843320	 40.4	-0.383901	 0.117418	0.724
826	P06	99.864		18.84	1	 0.220797	 0.723838	 0.989568	 0.0833820	 41.1	-0.384385	 0.118656	0.737
827	P06	100.864		19.17	1	 0.220875	 0.722932	 0.988279	 0.0825976	 41.6	-0.383702	 0.118355	0.752
828	P06	101.864		19.44	1	 0.222705	 0.721318	 0.986528	 0.0819783	 42.1	-0.381912	 0.116702	0.770
829	P06	102.864		19.64	1	 0.226117	 0.719117	 0.984300	 0.0815195	 42.4	-0.379091	 0.113909	0.790
830	P06	103.864		19.78	1	 0.230922	 0.716455	 0.981587	 0.0812137	 42.6	-0.375332	 0.110200	0.813
831	P06	104.864		19.85	1	 0.236923	 0.713451	 0.978391	 0.0810508	 42.7	-0.370734	 0.105794	0.839
832	P06	105.864		19.86	1	 0.243926	 0.710216	 0.974722	 0.0810191	 42.7	-0.365398	 0.100892	0.868
833	P06	106.864		19.82	1	 0.251745	 0.706847	 0.970602	 0.0811061	 42.7	-0.359429	 0.0956731	0.899
834	P06	107.864		19.74	1	 0.260208	 0.703425	 0.966061	 0.0812986	 42.6	-0.352927	 0.0902911	0.933
835	P06	108.106	HpmsE078_Q2	19.71	1	 0.262335	 0.702597	 0.964902	 0.0813596	 42.5	-0.351284	 0.0889788	0.941
836	P06	109.106		19.92	1	 0.248678	 0.704009	 0.972268	 0.0808897	 42.8	-0.361795	 0.0935355	0.904
837	P06	110.106		20.06	1	 0.235507	 0.705499	 0.978820	 0.0805717	 43.1	-0.371657	 0.0983353	0.871
838	P06	111.106		20.12	1	 0.222927	 0.707161	 0.984288	 0.0804251	 43.2	-0.380681	 0.103553	0.842
839	P06	112.106		20.11	1	 0.211009	 0.709107	 0.988384	 0.0804669	 43.1	-0.388687	 0.109411	0.816
840	P06	113.106		20.00	1	 0.199790	 0.711472	 0.990825	 0.0807102	 43.0	-0.395517	 0.116164	0.794
841	P06	114.106		19.80	1	 0.189259	 0.714393	 0.991356	 0.0811621	 42.6	-0.401049	 0.124086	0.776
842	P06	115.106		19.51	1	 0.179354	 0.718008	 0.989781	 0.0818223	 42.2	-0.405213	 0.133441	0.762
843	P06	116.106		19.14	1	 0.169968	 0.722429	 0.985993	 0.0826815	 41.6	-0.408013	 0.144449	0.751
844	P06	117.106		18.69	1	 0.160951	 0.727736	 0.980003	 0.0837205	 40.8	-0.409526	 0.157259	0.744
845	P06	118.106		18.19	1	 0.152130	 0.733952	 0.971954	 0.0849108	 40.0	-0.409912	 0.171910	0.741
846	P06	119.106		17.65	1	 0.143325	 0.741043	 0.962129	 0.0862158	 39.1	-0.409402	 0.188316	0.741
847	P06	120.106		17.08	1	 0.134376	 0.748899	 0.950929	 0.0875940	 38.1	-0.408276	 0.206247	0.745
848	P06	121.106		16.52	1	 0.125179	 0.757348	 0.938853	 0.0890026	 37.1	-0.406837	 0.225331	0.753
849	P06	122.106		15.96	1	 0.115710	 0.766150	 0.926446	 0.0904018	 36.1	-0.405368	 0.245071	0.764
850	P06	123.106		15.43	1	 0.106054	 0.775018	 0.914255	 0.0917592	 35.2	-0.404101	 0.264864	0.779
851	P06	123.678	HpmsAT2-20	15.14	1	 0.100522	 0.779998	 0.907574	 0.0925080	 34.6	-0.403526	 0.275950	0.790
852	P06	124.678		14.84	1	 0.100333	 0.775576	 0.911111	 0.0932845	 34.1	-0.405389	 0.269853	0.752
853	P06	125.678		14.46	1	 0.0996801	 0.773655	 0.910175	 0.0942946	 33.4	-0.405247	 0.268727	0.730
854	P06	126.678		13.99	1	 0.0972898	 0.775458	 0.904095	 0.0955318	 32.5	-0.403402	 0.274766	0.723
855	P06	127.678		13.47	1	 0.0927669	 0.780960	 0.893852	 0.0969400	 31.5	-0.400543	 0.287651	0.731
856	P06	128.678		12.93	1	 0.0869147	 0.788777	 0.881705	 0.0984355	 30.4	-0.397395	 0.304467	0.755
857	P06	129.090	P17M32-227	12.70	1	 0.0844606	 0.792219	 0.876701	 0.0990601	 30.0	-0.396120	 0.311638	0.769
858	P06	130.090		12.22	1	 0.0856157	 0.792734	 0.874579	 0.100417	 29.0	-0.394481	 0.312636	0.745
859	P06	131.090		11.71	1	 0.0883066	 0.792899	 0.871824	 0.101851	 28.0	-0.391759	 0.312833	0.723
860	P06	132.090		11.19	1	 0.0925120	 0.792745	 0.868404	 0.103355	 27.0	-0.387946	 0.312287	0.705
861	P06	133.090		10.66	1	 0.0981873	 0.792310	 0.864291	 0.104921	 25.9	-0.383052	 0.311071	0.689
862	P06	134.090		10.11	1	 0.105269	 0.791633	 0.859466	 0.106537	 24.7	-0.377099	 0.309265	0.676
863	P06	135.090		9.56	1	 0.113681	 0.790750	 0.853928	 0.108193	 23.5	-0.370123	 0.306946	0.666
864	P06	136.090		9.01	1	 0.123343	 0.789687	 0.847693	 0.109876	 22.4	-0.362175	 0.304169	0.659
865	P06	137.090		8.47	1	 0.134177	 0.788455	 0.840804	 0.111574	 21.2	-0.353314	 0.300965	0.654
866	P06	138.090		7.93	1	 0.146109	 0.787046	 0.833331	 0.113275	 20.0	-0.343611	 0.297326	0.652
867	P06	139.090		7.40	1	 0.159076	 0.785436	 0.825366	 0.114965	 18.8	-0.333145	 0.293216	0.653
868	P06	140.090		6.89	1	 0.173015	 0.783589	 0.817024	 0.116633	 17.6	-0.322004	 0.288569	0.656
869	P06	141.090		6.39	1	 0.187867	 0.781462	 0.808431	 0.118269	 16.4	-0.310282	 0.283313	0.663
870	P06	142.090		5.91	1	 0.203561	 0.779018	 0.799713	 0.119862	 15.3	-0.298076	 0.277381	0.672
871	P06	143.090		5.46	1	 0.220014	 0.776232	 0.790990	 0.121404	 14.2	-0.285488	 0.270730	0.683
872	P06	144.090		5.03	1	 0.237125	 0.773093	 0.782367	 0.122888	 13.2	-0.272621	 0.263347	0.698
873	P06	145.090		4.62	1	 0.254777	 0.769611	 0.773928	 0.124309	 12.2	-0.259575	 0.255258	0.715
874	P06	146.090		4.23	1	 0.272841	 0.765812	 0.765740	 0.125662	 11.2	-0.246450	 0.246521	0.735
875	P06	147.090		3.87	1	 0.291178	 0.761737	 0.757849	 0.126944	 10.3	-0.233335	 0.237223	0.758
876	P06	148.090		3.53	1	 0.309647	 0.757435	 0.750284	 0.128153	  9.4	-0.220319	 0.227469	0.784
877	P06	148.353	P11M48-159	3.45	1	 0.314509	 0.756273	 0.748351	 0.128458	  9.2	-0.216921	 0.224842	0.791
878	P06	149.353		3.14	1	 0.339175	 0.744272	 0.750059	 0.129578	  8.4	-0.205442	 0.199655	0.768
879	P06	150.353		2.87	1	 0.362633	 0.732409	 0.752604	 0.130557	  7.7	-0.194986	 0.174790	0.749
880	P06	151.353		2.64	1	 0.384704	 0.720843	 0.755809	 0.131404	  7.1	-0.185552	 0.150586	0.732
881	P06	152.353		2.44	1	 0.405265	 0.709730	 0.759450	 0.132131	  6.6	-0.177092	 0.127372	0.720
882	P06	153.353		2.28	1	 0.424247	 0.699226	 0.763272	 0.132752	  6.2	-0.169512	 0.105467	0.710
883	P06	154.353		2.13	1	 0.441627	 0.689480	 0.766997	 0.133284	  5.8	-0.162685	 0.0851684	0.704
884	P06	155.353		2.01	1	 0.457422	 0.680627	 0.770344	 0.133742	  5.5	-0.156461	 0.0667445	0.702
885	P06	156.353		1.91	1	 0.471690	 0.672780	 0.773049	 0.134144	  5.2	-0.150679	 0.0504105	0.703
886	P06	157.353		1.81	1	 0.484520	 0.666018	 0.774892	 0.134505	  5.0	-0.145186	 0.0363124	0.707
887	P06	158.353		1.72	1	 0.496024	 0.660380	 0.775714	 0.134839	  4.7	-0.139845	 0.0245108	0.714
888	P06	159.353		1.64	1	 0.506336	 0.655857	 0.775430	 0.135156	  4.5	-0.134547	 0.0149744	0.726
889	P06	160.353		1.56	1	 0.515595	 0.652399	 0.774035	 0.135465	  4.3	-0.129220	 0.00758323	0.740
890	P06	161.353		1.48	1	 0.523943	 0.649913	 0.771597	 0.135770	  4.1	-0.123827	 0.00214316	0.758
891	P06	162.353		1.40	1	 0.531510	 0.648281	 0.768238	 0.136074	  3.8	-0.118364	-0.00159287	0.779
892	P06	163.353		1.32	1	 0.538418	 0.647370	 0.764121	 0.136376	  3.6	-0.112852	-0.00389998	0.804
893	P06	164.353		1.24	1	 0.544769	 0.647040	 0.759426	 0.136675	  3.4	-0.107328	-0.00505765	0.832
894	P06	165.353		1.16	1	 0.550648	 0.647159	 0.754330	 0.136969	  3.2	-0.101841	-0.00533053	0.864
895	P06	166.353		1.09	1	 0.556125	 0.647608	 0.749001	 0.137255	  3.0	-0.0964383	-0.00495524	0.900
896	P06	167.353		1.02	1	 0.561253	 0.648284	 0.743582	 0.137531	  2.8	-0.0911648	-0.00413317	0.939
897	P06	167.988	HpmsE088-6b	0.97	1	 0.564347	 0.648793	 0.740149	 0.137700	  2.7	-0.0879010	-0.00345558	0.966
898	P06	168.988		0.86	1	 0.565744	 0.651143	 0.734058	 0.138124	  2.4	-0.0841571	 0.00124210	0.929
899	P06	169.988		0.76	1	 0.567431	 0.654086	 0.727096	 0.138533	  2.1	-0.0798322	 0.00682303	0.897
900	P06	170.988		0.66	1	 0.569419	 0.657596	 0.719371	 0.138916	  1.8	-0.0749757	 0.0132011	0.871
901	P06	171.988		0.57	1	 0.571728	 0.661602	 0.711048	 0.139266	  1.6	-0.0696601	 0.0202142	0.851
902	P06	172.988		0.49	1	 0.574383	 0.665985	 0.702337	 0.139575	  1.4	-0.0639770	 0.0276246	0.837
903	P06	173.988		0.42	1	 0.577421	 0.670583	 0.693481	 0.139838	  1.2	-0.0580299	 0.0351329	0.828
904	P06	174.988		0.37	1	 0.580880	 0.675208	 0.684732	 0.140054	  1.0	-0.0519260	 0.0424016	0.825
905	P06	175.988		0.33	1	 0.584798	 0.679655	 0.676332	 0.140224	  0.9	-0.0457669	 0.0490896	0.827
906	P06	176.988		0.29	1	 0.589199	 0.683731	 0.668485	 0.140352	  0.8	-0.0396429	 0.0548889	0.836
907	P06	177.988		0.27	1	 0.594088	 0.687274	 0.661346	 0.140443	  0.8	-0.0336285	 0.0595571	0.850
908	P06	178.988		0.26	1	 0.599443	 0.690166	 0.655007	 0.140504	  0.7	-0.0277820	 0.0629411	0.869
909	P06	179.988		0.25	1	 0.605211	 0.692344	 0.649505	 0.140542	  0.7	-0.0221471	 0.0649858	0.895
910	P06	180.988		0.24	1	 0.611313	 0.693798	 0.644825	 0.140561	  0.7	-0.0167562	 0.0657290	0.926
911	P06	180.991	HpmsE014_Q1	0.24	1	 0.611332	 0.693801	 0.644812	 0.140561	  0.7	-0.0167404	 0.0657294	0.926
912	P06	181.991		0.27	1	 0.605292	 0.696685	 0.644718	 0.140451	  0.8	-0.0197130	 0.0716808	0.893
913	P06	182.991		0.30	1	 0.599044	 0.699472	 0.644730	 0.140334	  0.8	-0.0228431	 0.0775854	0.864
914	P06	183.991		0.33	1	 0.592698	 0.702067	 0.644895	 0.140210	  0.9	-0.0260982	 0.0832703	0.840
915	P06	184.991		0.36	1	 0.586379	 0.704369	 0.645254	 0.140084	  1.0	-0.0294378	 0.0885522	0.822
916	P06	185.991		0.39	1	 0.580218	 0.706285	 0.645847	 0.139955	  1.1	-0.0328146	 0.0932522	0.808
917	P06	186.991		0.43	1	 0.574346	 0.707733	 0.646698	 0.139828	  1.2	-0.0361759	 0.0972110	0.799
918	P06	187.991		0.46	1	 0.568886	 0.708655	 0.647819	 0.139704	  1.3	-0.0394663	 0.100303	0.795
919	P06	188.991		0.49	1	 0.563941	 0.709017	 0.649200	 0.139584	  1.4	-0.0426295	 0.102446	0.796
920	P06	189.991		0.52	1	 0.559594	 0.708812	 0.650817	 0.139471	  1.4	-0.0456112	 0.103606	0.802
921	P06	190.991		0.55	1	 0.555905	 0.708060	 0.652628	 0.139366	  1.5	-0.0483616	 0.103793	0.813
922	P06	191.991		0.57	1	 0.552907	 0.706803	 0.654582	 0.139270	  1.6	-0.0508376	 0.103059	0.829
923	P06	192.991		0.59	1	 0.550611	 0.705100	 0.656620	 0.139184	  1.6	-0.0530048	 0.101485	0.849
924	P06	193.991		0.61	1	 0.549008	 0.703020	 0.658685	 0.139108	  1.7	-0.0548386	 0.0991740	0.875
925	P06	194.991		0.63	1	 0.548071	 0.700637	 0.660721	 0.139042	  1.7	-0.0563249	 0.0962411	0.905
926	P06	195.991		0.64	1	 0.547760	 0.698025	 0.662680	 0.138986	  1.8	-0.0574600	 0.0928049	0.941
927	P06	196.991		0.65	1	 0.548023	 0.695254	 0.664523	 0.138940	  1.8	-0.0582500	 0.0889817	0.982
928	P06	197.352	E35M49-332	0.66	1	 0.548247	 0.694228	 0.665153	 0.138926	  1.8	-0.0584529	 0.0875279	0.998
